ID,CHURNRISK,GENDER,STATUS,CHILDREN,ESTINCOME,HOMEOWNER,AGE,TOTALDOLLARVALUETRADED,TOTALUNITSTRADED,LARGESTSINGLETRANSACTION,SMALLESTSINGLETRANSACTION,PERCENTCHANGECALCULATION,DAYSSINCELASTLOGIN,DAYSSINCELASTTRADE,NETREALIZEDGAINS_YTD
1002,Low,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,2,8,1020.602
1003,High,M,M,1,62797.9,N,54,8320.83,55,2080.2075,208.02075,8.25,5,15,0.0
1004,High,M,S,1,71329.9,Y,42,14271.43,45,7135.715,713.5715,11.25,3,8,0.0
1005,Low,F,S,0,20913.6,N,53,22992.3,65,11496.15,1149.615,16.25,3,6,1149.615
1006,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,4,6,0.0
1007,High,M,M,2,67339.8,N,17,27832.78,48,13916.39,1391.639,12.0,1,5,0.0
1008,High,M,M,1,75799.9,N,46,22242.22,64,11121.11,1112.111,16.0,3,10,0.0
1009,Low,F,S,2,15688.5,N,53,14391.44,8,7195.72,719.572,2.0,2,7,719.572
1010,Low,F,S,0,43382.3,N,16,29672.97,99,14836.485,1483.6485,24.75,4,7,1483.6485
1011,Low,F,S,0,5185.31,N,62,16391.64,30,8195.82,819.582,7.5,4,5,819.582
1012,Low,F,S,1,35089.0,N,16,26012.6,108,13006.3,1300.63,27.0,3,8,1300.63
1013,Low,F,S,0,37000.0,N,22,22962.3,75,11481.15,1148.115,18.75,1,6,1148.115
1014,High,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,5,17,0.0
1015,High,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,1,8,0.0
1016,High,F,S,2,11251.1,Y,47,28422.84,113,14211.42,1421.142,28.25,3,7,0.0
1017,Medium,M,M,1,70908.7,N,50,7700.77,43,1925.1925,192.51925,6.45,2,11,0.0
1018,High,M,S,0,94928.3,N,40,14421.44,73,7210.72,721.072,18.25,3,5,0.0
1019,Low,F,M,2,50622.3,N,40,20452.05,90,10226.025,1022.6025,22.5,5,8,1022.6025
1020,High,M,M,0,100020.0,Y,46,16201.62,18,8100.81,810.081,4.5,1,9,0.0
1021,Low,M,M,0,69000.0,Y,52,29552.96,62,14776.48,1477.648,15.5,2,5,1477.648
1022,High,M,S,1,37626.0,N,34,7500.75,71,1875.1875,187.51875,10.65,2,16,0.0
1023,Low,F,M,1,56722.8,N,61,17371.74,51,8685.87,868.587,12.75,4,6,868.587
1024,High,M,M,1,120000.0,N,64,0.0,0,0.0,0.0,0.0,0,0,0.0
1025,Low,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,5,9,948.595
1026,High,F,M,0,73069.1,Y,56,170.02,10,42.505,4.2505,1.5,4,18,0.0
1027,Medium,M,M,1,80000.0,Y,53,15271.53,25,7635.765,763.5765,6.25,4,6,0.0
1028,High,F,M,2,8032.16,N,46,29682.97,59,14841.485,1484.1485,14.75,2,5,0.0
1029,Low,F,D,1,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,3,6,947.0945
1030,High,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,3,5,0.0
1031,Low,F,S,0,92564.1,Y,49,23172.32,51,11586.16,1158.616,12.75,3,6,1158.616
1032,Medium,F,M,2,48322.5,Y,49,6690.67,43,1672.6675,167.26675,6.45,1,14,0.0
1033,Medium,F,M,2,81913.8,Y,50,6700.67,46,1675.1675,167.51675,6.9,2,11,0.0
1034,Low,F,S,0,919.93,N,38,27282.73,93,13641.365,1364.1365,23.25,4,9,1364.1365
1035,Medium,F,M,2,69486.8,N,31,7720.77,9,1930.1925,193.01925,1.35,3,10,0.0
1036,High,F,M,2,24482.8,N,34,0.0,0,0.0,0.0,0.0,0,0,0.0
1037,Medium,F,M,2,92103.8,N,52,7420.74,7,1855.185,185.5185,1.05,3,10,0.0
1038,Low,F,S,2,8392.14,Y,37,25032.5,54,12516.25,1251.625,13.5,4,7,1251.625
1039,Low,F,S,0,17138.2,N,64,20012.0,84,10006.0,1000.6,21.0,2,6,1000.6
1040,Medium,F,M,2,47010.1,N,57,2540.25,164,635.0625,63.50625,24.6,3,15,0.0
1041,High,F,S,0,67239.4,N,44,12891.29,53,6445.645,644.5645,13.25,2,7,0.0
1042,Medium,M,M,1,69406.7,Y,47,6900.69,128,1725.1725,172.51725,19.2,1,10,0.0
1043,High,F,M,2,83259.3,N,51,0.0,0,0.0,0.0,0.0,0,0,0.0
1044,Medium,M,M,1,20818.5,N,13,9130.91,47,2282.7275,228.27275,7.05,4,13,0.0
1045,High,F,M,2,2185.6,N,53,7120.71,20,1780.1775,178.01775,3.0,2,18,0.0
1046,Low,M,M,1,76511.3,N,62,21682.17,17,10841.085,1084.1085,4.25,5,10,1084.1085
1047,High,F,M,1,6946.07,N,20,43004.3,8,21502.15,2150.215,2.0,5,10,0.0
1048,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,15,0.0
1049,High,F,M,2,36660.9,Y,40,0.0,0,0.0,0.0,0.0,0,0,0.0
1050,High,F,M,2,68462.8,N,34,24392.44,60,12196.22,1219.622,15.0,2,7,0.0
1051,Low,F,M,2,72841.3,N,47,10361.04,72,5180.52,518.052,18.0,2,10,518.052
1052,Low,M,M,1,63670.8,Y,46,27392.74,51,13696.37,1369.637,12.75,3,9,1369.637
1053,High,M,M,0,12387.6,N,56,3000.3,65,750.075,75.0075,9.75,5,16,0.0
1054,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,2,10,0.0
1055,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,1,10,850.585
1056,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,1,5,543.5545
1057,Low,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,3,5,1093.6095
1058,Medium,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,1,13,0.0
1059,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,4,8,0.0
1060,Low,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,3,9,766.0765
1061,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,5,5,874.5875
1062,Medium,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,1,12,0.0
1063,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,3,10,557.0555
1064,Medium,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,5,15,0.0
1065,Medium,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,1,10,0.0
1066,Medium,M,S,0,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,3,15,0.0
1067,Low,M,S,1,3960.5,N,15,29782.98,66,14891.49,1489.149,16.5,4,9,1489.149
1068,Low,M,M,0,60101.1,Y,64,27702.77,124,13851.385,1385.1385,31.0,2,5,1385.1385
1069,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0
1070,High,F,M,1,13829.4,N,19,42004.2,160,21002.1,2100.21,40.0,5,9,0.0
1253,High,F,S,0,42760.5,N,42,13471.35,40,6735.675,673.5675,10.0,5,5,0.0
1254,Low,F,S,1,49072.0,N,43,23502.35,10,11751.175,1175.1175,2.5,1,10,1175.1175
1255,Low,F,M,0,27371.8,Y,46,16141.61,126,8070.805,807.0805,31.5,2,6,807.0805
1256,High,M,M,0,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,3,7,0.0
1257,Medium,F,M,0,95405.7,N,46,7740.77,6,1935.1925,193.51925,0.9,3,11,0.0
1258,High,F,S,0,95786.8,Y,47,21332.13,87,10666.065,1066.6065,21.75,1,7,0.0
1259,Medium,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,5,11,0.0
1260,High,M,S,0,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,4,10,0.0
1261,High,F,M,2,56187.0,N,48,8090.81,13,2022.7025,202.27025,1.95,5,18,0.0
1262,Low,F,S,1,32098.0,N,24,23562.36,206,11781.18,1178.118,51.5,2,8,1178.118
1263,Low,M,M,2,53010.8,N,19,12451.25,46,6225.625,622.5625,11.5,2,8,622.5625
1264,High,M,M,1,75004.5,N,65,26522.65,32,13261.325,1326.1325,8.0,1,5,0.0
1265,Low,M,M,0,19749.3,N,60,20222.02,13,10111.01,1011.101,3.25,2,5,1011.101
1266,High,M,S,1,57626.9,Y,44,9380.94,38,2345.235,234.5235,5.7,3,18,0.0
1267,Medium,M,M,2,20078.0,N,33,9650.97,6,2412.7425,241.27425,0.9,4,12,0.0
1268,High,F,M,2,47902.0,N,26,17441.74,49,8720.87,872.087,12.25,4,8,0.0
1269,Low,M,M,1,7545.96,Y,17,22392.24,178,11196.12,1119.612,44.5,5,6,1119.612
1270,Low,M,S,2,89459.9,N,53,11541.15,22,5770.575,577.0575,5.5,3,7,577.0575
1271,Medium,F,S,1,13576.5,N,39,14831.48,25,7415.74,741.574,6.25,5,8,0.0
1272,High,F,M,2,42031.8,N,51,20452.05,39,10226.025,1022.6025,9.75,1,8,0.0
1273,High,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,5,6,0.0
1274,Low,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,2,6,1119.112
1275,High,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,4,6,0.0
1276,High,F,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,1,16,0.0
1277,High,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,3,5,0.0
1278,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,1,7,1398.64
1279,Low,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,5,5,1139.614
1280,High,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,5,5,0.0
1281,High,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,5,7,0.0
1282,High,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,1,17,0.0
1283,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,2,6,1107.611
1284,Low,M,S,2,43634.5,N,22,29442.94,104,14721.47,1472.147,26.0,4,6,1472.147
1285,High,F,S,1,13109.1,N,63,22382.24,40,11191.12,1119.112,10.0,5,9,0.0
1286,Low,M,S,1,92647.5,N,56,16041.6,10,8020.8,802.08,2.5,5,10,802.08
1287,Medium,F,S,2,21021.6,Y,63,3750.38,11,937.595,93.7595,1.65,2,10,0.0
1288,High,M,S,0,74460.7,Y,55,25532.55,179,12766.275,1276.6275,44.75,2,8,0.0
1289,Low,F,S,2,28787.4,N,42,27972.8,58,13986.4,1398.64,14.5,1,6,1398.64
1290,High,M,M,1,13091.6,N,59,22792.28,20,11396.14,1139.614,5.0,4,8,0.0
1291,Low,F,M,2,62061.8,Y,46,29862.99,52,14931.495,1493.1495,13.0,1,6,1493.1495
1292,Medium,F,M,1,20550.9,Y,22,27722.77,57,13861.385,1386.1385,14.25,3,5,0.0
1293,Medium,M,M,2,1765.41,N,19,3040.3,44,760.075,76.0075,6.6,1,13,0.0
1294,Low,F,S,2,19131.1,N,56,22152.22,34,11076.11,1107.611,8.5,2,5,1107.611
1295,Low,F,S,2,6440.46,Y,41,22662.27,27,11331.135,1133.1135,6.75,1,7,1133.1135
1296,High,M,M,1,63900.9,N,28,8360.84,39,2090.21,209.021,5.85,2,17,0.0
1297,Medium,M,M,2,28766.9,N,47,6110.61,58,1527.6525,152.76525,8.7,3,12,0.0
1298,High,M,S,0,72928.2,N,39,7450.75,196,1862.6875,186.26875,29.4,2,16,0.0
1299,Low,M,M,2,91272.2,Y,25,26992.7,13,13496.35,1349.635,3.25,3,10,1349.635
1300,High,F,S,0,73228.3,N,43,22472.25,28,11236.125,1123.6125,7.0,2,9,0.0
1301,High,M,M,1,64792.3,N,52,13051.31,36,6525.655,652.5655,9.0,3,5,0.0
1302,High,F,S,0,93322.1,Y,40,29922.99,8,14961.495,1496.1495,2.0,1,10,0.0
1303,High,M,M,2,49910.7,Y,52,27422.74,23,13711.37,1371.137,5.75,4,6,0.0
1304,High,M,M,0,76161.4,Y,45,11961.2,25,5980.6,598.06,6.25,5,10,0.0
1305,Low,F,M,2,55860.0,Y,15,16011.6,10,8005.8,800.58,2.5,1,6,800.58
1306,High,M,M,2,57360.8,Y,53,10361.04,57,5180.52,518.052,14.25,2,5,0.0
1307,High,M,M,0,92414.7,Y,46,29432.94,10,14716.47,1471.647,2.5,5,6,0.0
1308,High,F,S,2,14578.8,Y,61,11911.19,95,5955.595,595.5595,23.75,1,6,0.0
1309,Medium,F,M,2,87578.2,Y,53,290.03,22,72.5075,7.25075,3.3,1,12,0.0
1310,Low,F,M,2,86695.4,N,14,25942.59,32,12971.295,1297.1295,8.0,1,9,1297.1295
1311,High,F,M,0,77000.0,N,42,29642.96,90,14821.48,1482.148,22.5,3,9,0.0
1312,Medium,M,M,1,2067.82,N,48,15251.53,70,7625.765,762.5765,17.5,4,5,762.5765
1313,Medium,M,M,2,30665.2,Y,23,5830.58,63,1457.645,145.7645,9.45,2,12,0.0
1314,Medium,F,M,1,83287.0,Y,52,6080.61,30,1520.1525,152.01525,4.5,5,10,0.0
1315,Low,F,M,1,98680.4,Y,48,17581.76,8,8790.88,879.088,2.0,3,8,879.088
1316,Medium,M,M,1,65619.7,Y,53,13561.36,144,6780.68,678.068,36.0,5,7,0.0
1317,High,F,M,1,95620.3,Y,53,10911.09,93,5455.545,545.5545,23.25,1,5,0.0
1318,Low,F,S,0,85275.0,N,62,22482.25,151,11241.125,1124.1125,37.75,3,7,1124.1125
1319,Low,F,M,1,66921.4,Y,70,15701.57,8,7850.785,785.0785,2.0,2,7,785.0785
1320,High,F,M,1,98453.6,Y,61,13721.37,11,6860.685,686.0685,2.75,2,10,0.0
1321,High,F,S,2,57420.0,Y,52,25182.52,252,12591.26,1259.126,63.0,4,7,0.0
1322,High,M,M,0,70000.0,N,55,3930.39,26,982.5975,98.25975,3.9,5,19,0.0
1323,Low,M,M,2,47639.1,N,41,17481.75,39,8740.875,874.0875,9.75,2,10,874.0875
1324,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,3,8,1143.6145
1325,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,3,13,0.0
1326,High,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,4,8,0.0
1327,High,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,2,6,0.0
1328,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,1,9,0.0
1329,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,1,14,0.0
1330,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,1,6,1097.1095
1331,High,F,S,2,11251.1,Y,41,28422.84,113,14211.42,1421.142,28.25,3,10,0.0
1332,Medium,F,S,2,93559.1,N,58,1520.15,29,380.0375,38.00375,4.35,3,12,0.0
1333,High,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,3,6,0.0
1334,High,F,D,1,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,4,8,0.0
1335,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,4,10,1320.132
1336,Medium,F,M,1,13829.4,N,24,45004.5,8,22502.25,2250.225,2.0,1,5,0.0
1337,Medium,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,2,10,0.0
1338,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,4,7,0.0
1339,Low,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,4,9,850.585
1340,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,1,5,543.5545
1341,Low,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,2,6,1093.6095
1342,High,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,5,19,0.0
1343,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,1,8,0.0
1344,High,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,3,5,0.0
1345,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,4,10,874.5875
1346,High,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,1,16,0.0
1347,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,5,5,557.0555
1348,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,4,18,0.0
1349,Medium,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,2,11,0.0
1350,Medium,M,S,0,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,2,12,0.0
1351,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0
1352,High,F,M,1,30000.0,N,21,33003.3,160,16501.65,1650.165,40.0,1,9,0.0
1353,Medium,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,2,14,0.0
1354,Low,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,4,9,1123.1125
1355,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,1,14,0.0
1459,Low,F,M,1,98453.6,Y,52,13721.37,11,6860.685,686.0685,2.75,4,9,686.0685
1460,High,F,S,2,57420.0,Y,43,25182.52,252,12591.26,1259.126,63.0,2,6,0.0
1461,Medium,M,M,0,58986.2,N,27,3930.39,26,982.5975,98.25975,3.9,5,13,0.0
1462,Low,F,M,2,47639.1,N,61,17481.75,39,8740.875,874.0875,9.75,3,6,874.0875
1463,Low,F,S,0,39461.0,N,22,22872.29,103,11436.145,1143.6145,25.75,4,9,1143.6145
1464,Medium,M,M,1,47371.0,Y,55,4980.5,258,1245.125,124.5125,38.7,3,14,0.0
1465,Low,F,S,0,89813.6,N,13,14941.49,149,7470.745,747.0745,37.25,1,7,747.0745
1466,Medium,M,S,1,16432.1,Y,21,20412.04,80,10206.02,1020.602,20.0,5,5,0.0
1467,High,F,S,1,540.4,Y,39,12341.23,7,6170.615,617.0615,1.75,1,9,0.0
1468,Medium,F,M,2,80087.7,N,42,8740.87,22,2185.2175,218.52175,3.3,5,12,0.0
1469,Low,F,M,2,59691.3,N,38,21942.19,256,10971.095,1097.1095,64.0,5,10,1097.1095
1470,High,F,S,2,11251.1,Y,46,28422.84,113,14211.42,1421.142,28.25,5,10,0.0
1471,High,M,S,1,37626.0,N,34,7500.75,71,1875.1875,187.51875,10.65,5,16,0.0
1472,High,F,S,2,3416.62,Y,23,18971.9,104,9485.95,948.595,26.0,2,9,0.0
1473,Low,F,S,0,93454.3,Y,49,18941.89,25,9470.945,947.0945,6.25,2,5,947.0945
1474,Low,M,M,0,5745.0,Y,15,26402.64,17,13201.32,1320.132,4.25,3,7,1320.132
1475,Low,F,M,1,13829.4,N,20,45004.5,8,22502.25,2250.225,2.0,5,7,2250.225
1476,High,F,M,2,11234.7,Y,49,690.07,112,172.5175,17.25175,16.8,1,19,0.0
1477,High,F,M,1,82931.3,N,65,19241.92,118,9620.96,962.096,29.5,3,10,0.0
1478,High,F,M,2,57483.9,N,44,17011.7,27,8505.85,850.585,6.75,2,9,0.0
1479,Low,F,S,2,21274.0,N,46,10871.09,32,5435.545,543.5545,8.0,1,5,543.5545
1480,Low,F,M,2,28267.0,N,30,21872.19,192,10936.095,1093.6095,48.0,4,5,1093.6095
1481,High,F,M,2,36725.1,N,56,8650.87,77,2162.7175,216.27175,11.55,4,18,0.0
1482,High,M,S,1,94188.3,N,58,20862.09,19,10431.045,1043.1045,4.75,5,8,0.0
1483,High,F,M,2,91861.0,Y,42,15321.53,6,7660.765,766.0765,1.5,5,6,0.0
1484,Low,F,S,1,12374.9,Y,33,17491.75,106,8745.875,874.5875,26.5,1,10,874.5875
1485,Medium,F,M,2,69133.9,Y,27,8580.86,37,2145.215,214.5215,5.55,2,15,0.0
1486,Low,F,M,2,84948.0,Y,29,11141.11,12,5570.555,557.0555,3.0,1,5,557.0555
1487,High,F,M,2,30998.8,N,41,2400.24,50,600.06,60.006,7.5,5,17,0.0
1488,High,M,S,0,15924.2,N,14,0.0,0,0.0,0.0,0.0,0,0,0.0
1489,High,M,M,2,21416.5,N,36,9900.99,8,2475.2475,247.52475,1.2,2,18,0.0
1490,Medium,M,M,2,78554.2,N,17,5590.56,23,1397.64,139.764,3.45,3,14,0.0
1491,High,F,M,2,38215.9,N,31,0.0,0,0.0,0.0,0.0,0,0,0.0
1492,Low,F,M,1,14085.5,N,19,29002.9,160,14501.45,1450.145,40.0,2,7,1450.145
1493,High,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,5,19,0.0
1494,High,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,2,8,0.0
1495,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,4,15,0.0
1496,High,M,S,0,89142.7,N,32,3760.38,5,940.095,94.0095,0.75,1,17,0.0
1497,Low,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,4,7,1044.6045
1498,Low,F,S,0,32962.6,N,23,45004.5,262,22502.25,2250.225,65.5,3,6,2250.225
821,Medium,F,M,2,41876.6,Y,44,6780.68,132,1695.17,169.517,19.8,5,10,0.0
822,High,M,M,0,96223.4,Y,65,11811.18,5,5905.59,590.559,1.25,2,9,0.0
823,High,F,S,0,15989.3,N,62,3670.37,25,917.5925,91.75925,3.75,1,19,0.0
824,High,M,M,0,69168.4,Y,62,14161.42,214,7080.71,708.071,53.5,5,5,0.0
825,Medium,M,M,1,92148.5,Y,33,2000.2,100,500.05,50.005,15.0,5,12,0.0
826,Medium,M,M,0,96681.0,Y,20,2000.2,40,500.05,50.005,6.0,1,11,0.0
827,Medium,M,S,0,62705.9,Y,33,2000.2,6,500.05,50.005,0.9,1,13,0.0
828,Medium,M,S,0,80221.2,N,29,2000.2,49,500.05,50.005,7.35,5,12,0.0
829,Medium,M,S,0,84479.2,N,32,1000.1,43,250.025,25.0025,6.45,5,12,0.0
830,High,F,M,2,64977.4,N,38,28112.81,17,14056.405,1405.6405,4.25,4,5,0.0
831,Low,F,M,0,77994.0,N,51,12401.24,89,6200.62,620.062,22.25,1,10,620.062
832,High,M,M,2,90103.7,N,35,12231.22,45,6115.61,611.561,11.25,3,7,0.0
833,Low,F,M,0,59008.4,Y,30,12861.29,18,6430.645,643.0645,4.5,5,10,643.0645
834,Medium,M,M,2,5265.35,N,53,2330.23,23,582.5575,58.25575,3.45,1,10,0.0
835,Medium,M,S,1,84978.1,N,22,5030.5,76,1257.625,125.7625,11.4,4,15,0.0
836,High,F,M,2,36647.9,N,50,21412.14,85,10706.07,1070.607,21.25,1,5,0.0
837,High,F,S,0,64319.2,N,41,3010.3,37,752.575,75.2575,5.55,1,18,0.0
838,Medium,F,S,1,73338.0,N,48,20922.09,9,10461.045,1046.1045,2.25,1,9,0.0
839,Medium,F,S,0,433.74,N,61,3300.33,40,825.0825,82.50825,6.0,5,11,0.0
840,Low,F,M,2,16962.2,N,45,18601.86,8,9300.93,930.093,2.0,1,5,930.093
841,Low,M,M,2,10708.3,N,26,20832.08,117,10416.04,1041.604,29.25,1,8,1041.604
842,High,F,M,0,2031.61,N,20,21642.16,87,10821.08,1082.108,21.75,5,5,0.0
843,Low,F,S,2,16938.5,N,43,13351.34,8,6675.67,667.567,2.0,5,5,667.567
844,High,F,M,0,55221.0,N,47,490.05,15,122.5125,12.25125,2.25,5,17,0.0
845,High,F,M,1,8073.11,N,48,28702.87,60,14351.435,1435.1435,15.0,2,5,0.0
846,Low,M,M,0,95448.6,Y,54,24242.42,5,12121.21,1212.121,1.25,1,5,1212.121
847,Low,M,S,1,24141.5,Y,17,28822.88,97,14411.44,1441.144,24.25,3,6,1441.144
848,High,M,S,2,63152.6,Y,63,29932.99,40,14966.495,1496.6495,10.0,3,9,0.0
849,High,M,S,2,72084.7,N,56,29112.91,9,14556.455,1455.6455,2.25,5,5,0.0
850,Low,F,S,0,42760.5,N,53,13471.35,40,6735.675,673.5675,10.0,5,8,673.5675
851,Low,F,S,1,49072.0,N,62,23502.35,10,11751.175,1175.1175,2.5,4,9,1175.1175
852,High,F,M,0,27371.8,Y,41,16141.61,126,8070.805,807.0805,31.5,2,9,0.0
853,Low,M,M,0,71472.9,N,42,16021.6,114,8010.8,801.08,28.5,4,7,801.08
854,Medium,F,M,0,95405.7,N,43,7740.77,6,1935.1925,193.51925,0.9,1,15,0.0
855,Low,F,S,0,95786.8,Y,46,21332.13,87,10666.065,1066.6065,21.75,5,6,1066.6065
856,Medium,M,S,0,90321.6,N,55,870.09,11,217.5225,21.75225,1.65,3,15,0.0
857,Low,M,S,0,90478.6,N,55,18021.8,136,9010.9,901.09,34.0,2,5,901.09
858,Medium,F,M,2,56187.0,N,55,8090.81,13,2022.7025,202.27025,1.95,4,11,0.0
859,High,F,S,1,42000.0,N,24,23562.36,206,11781.18,1178.118,51.5,5,8,0.0
860,High,M,M,0,9780.66,N,25,2800.28,11,700.07,70.007,1.65,3,17,0.0
861,High,M,M,2,29616.0,N,49,29782.98,45,14891.49,1489.149,11.25,3,8,0.0
862,Low,M,M,0,19732.8,N,51,24812.48,22,12406.24,1240.624,5.5,1,9,1240.624
863,Medium,M,S,1,41690.5,Y,15,2500.25,28,625.0625,62.50625,4.2,2,15,0.0
864,High,M,S,2,96.33,N,56,26132.61,32,13066.305,1306.6305,8.0,4,8,0.0
1071,High,F,M,2,49745.3,N,48,2840.28,24,710.07,71.007,3.6,4,16,0.0
1072,Low,F,M,2,88427.0,N,14,22462.25,43,11231.125,1123.1125,10.75,3,8,1123.1125
1073,Medium,F,M,2,98003.7,Y,26,1030.1,83,257.525,25.7525,12.45,5,15,0.0
1074,High,M,S,0,89142.7,N,54,3760.38,5,940.095,94.0095,0.75,1,19,0.0
1075,Low,F,S,0,74530.8,N,63,20892.09,106,10446.045,1044.6045,26.5,2,7,1044.6045
1076,High,F,S,0,30000.0,N,23,45004.5,262,22502.25,2250.225,65.5,3,6,0.0
1077,Medium,F,M,2,76289.2,N,48,22202.22,82,11101.11,1110.111,20.5,4,6,0.0
1078,Low,M,M,1,66931.9,N,64,11721.17,5,5860.585,586.0585,1.25,2,10,586.0585
1079,Medium,M,M,2,9309.57,Y,25,8560.86,99,2140.215,214.0215,14.85,1,10,0.0
1080,Low,F,M,1,14085.5,N,24,29002.9,26,14501.45,1450.145,6.5,4,7,1450.145
1081,Low,F,S,0,32962.6,N,24,45004.5,154,22502.25,2250.225,38.5,3,9,2250.225
1082,High,F,S,0,35000.0,N,23,33003.3,61,16501.65,1650.165,15.25,4,10,0.0
1083,High,F,S,2,39000.0,N,22,28002.8,35,14001.4,1400.14,8.75,1,10,0.0
1084,Low,F,S,0,77726.4,N,57,14001.4,9,7000.7,700.07,2.25,2,7,700.07
1085,Low,F,S,2,42000.0,N,19,25772.58,38,12886.29,1288.629,9.5,4,8,1288.629
1086,Low,F,S,1,2800.68,N,46,28452.85,106,14226.425,1422.6425,26.5,4,9,1422.6425
1087,High,F,M,2,90271.6,N,45,13961.4,96,6980.7,698.07,24.0,2,5,0.0
1088,Low,F,M,2,64816.6,Y,31,21002.1,6,10501.05,1050.105,1.5,3,8,1050.105
1089,Low,F,M,2,98217.1,N,45,29492.95,13,14746.475,1474.6475,3.25,4,7,1474.6475
